Pais_traduzido,Ano,num_atletas_unicos,idade_media,num_eventos,porcentagem_feminino,hhi_esportes,pct_jovens_menor_23,pib_dolar,pop_total,gastos_edu_pib_perc,pontuacao_total
Lituânia,2016,67,26.955223880597014,49,28.35820895522388,0.1361104923145467,25.37313432835821,42.9707492450336,2.868231,4.004310131073,5.0
Luxemburgo,2012,9,28.77777777777778,11,44.44444444444444,0.16049382716049382,22.22222222222222,59.776383527360196,0.530946,3.87815999984741,0.0
Luxemburgo,2016,10,29.5,14,50.0,0.24000000000000002,10.0,62.2168854359488,0.582014,4.46611595153809,0.0
Líbano,2012,10,21.8,10,70.0,0.16000000000000006,60.0,44.0167995157546,5.235742,2.14902997016907,0.0
Líbano,2016,8,27.625,8,50.0,0.15625,12.5,51.1473087741294,6.32306,2.12633323669434,0.0
Madagascar,2012,7,24.714285714285715,7,57.14285714285714,0.22448979591836732,42.857142857142854,11.5789750619479,23.462438,2.46357321739197,0.0
Madagascar,2016,6,26.833333333333332,6,66.66666666666666,0.2777777777777778,33.33333333333333,11.848613858441999,26.099952,2.69792056083679,0.0
Malaui,2012,3,23.0,3,66.66666666666666,0.5555555555555556,33.33333333333333,8.773203178165119,15.709577,2.52861189842224,0.0
Malaui,2016,5,21.6,5,40.0,0.3600000000000001,80.0,7.90986861846366,17.557739,3.24413061141968,0.0
Maldivas,2012,5,19.4,5,40.0,0.3600000000000001,80.0,2.8861639972053097,0.386818,4.96826791763306,0.0
Maldivas,2016,3,22.666666666666668,3,66.66666666666666,0.5555555555555556,66.66666666666666,4.40994262385538,0.443308,4.43873596191406,0.0
Mali,2012,3,27.333333333333332,3,66.66666666666666,0.3333333333333333,0.0,12.442035339104901,16.957033,3.47949004173279,0.0
Mali,2016,5,25.6,5,40.0,0.3600000000000001,20.0,14.0260483357047,19.191289,3.09477996826172,0.0
Malta,2012,5,24.4,5,40.0,0.3600000000000001,60.0,9.60953208888683,0.420028,6.34545993804932,0.0
Malta,2016,5,25.2,5,40.0,0.28,40.0,12.0257828343596,0.455356,5.10765981674194,0.0
Malásia,2012,29,23.482758620689655,25,44.827586206896555,0.17003567181926277,41.37931034482759,314.443047642111,29.662831,5.73902988433838,3.0
Malásia,2016,32,24.625,29,46.875,0.14453125,28.125,301.25603387033397,31.789685,4.34598445892334,9.0
Marrocos,2012,54,25.74074074074074,31,29.629629629629626,0.25377229080932784,24.074074074074073,106.937392311129,33.355241,5.55294847488403,1.0
Marrocos,2016,48,26.333333333333332,39,39.58333333333333,0.2161458333333334,20.833333333333336,111.57294700491701,35.023457,5.08530187606812,1.0
Mauritânia,2012,2,22.5,2,50.0,1.0,50.0,6.728208836221429,3.619034,2.15821003913879,0.0
Mauritânia,2016,2,27.5,2,50.0,1.0,0.0,6.39874759213185,4.086657,1.94405996799469,0.0
