Pais_traduzido,Ano,num_atletas_unicos,idade_media,num_eventos,porcentagem_feminino,hhi_esportes,pct_jovens_menor_23,pib_dolar,pop_total,gastos_edu_pib_perc,pontuacao_total
Maurício,2012,11,24.09090909090909,10,63.63636363636363,0.15702479338842976,36.36363636363637,11.6686963967887,1.255882,3.41820001602173,0.0
Maurício,2016,10,24.7,10,50.0,0.20000000000000004,20.0,12.594155464413602,1.263747,4.88207006454468,0.0
Mianmar (Birmânia),2012,6,28.0,6,50.0,0.22222222222222227,16.666666666666664,59.937796648215794,49.837446,1.58642876148224,0.0
Mianmar (Birmânia),2016,6,26.833333333333332,7,33.33333333333333,0.22222222222222227,16.666666666666664,63.2983619962153,51.495696,2.15808844566345,0.0
Moldávia,2012,20,24.25,19,40.0,0.21000000000000008,35.0,8.70913863482921,2.860324,6.98338985443115,2.0
Moldávia,2016,23,26.304347826086957,22,39.130434782608695,0.20982986767485823,21.73913043478261,7.9809170757748005,2.803186,5.67208003997803,0.0
Mongólia,2012,28,26.214285714285715,31,46.42857142857143,0.2168367346938776,32.142857142857146,12.292770631565,2.839705,5.96198511123657,7.0
Mongólia,2016,42,26.38095238095238,40,40.476190476190474,0.1836734693877551,21.428571428571427,11.1813506493573,3.088856,5.20043277740479,3.0
Moçambique,2012,5,23.0,5,40.0,0.3600000000000001,60.0,16.6881141440745,24.337846,5.5575098991394,0.0
Moçambique,2016,6,24.833333333333332,7,16.666666666666664,0.2777777777777778,50.0,12.0690512371711,27.337105,5.80086994171143,0.0
México,2012,96,25.083333333333332,72,37.5,0.09375000000000001,41.66666666666667,1255.11042481779,116.818208,4.88348007202148,12.0
México,2016,123,25.666666666666668,80,35.77235772357724,0.07792980368828079,31.70731707317073,1112.2334974527,122.251351,4.75795984268188,8.0
Mônaco,2012,6,28.833333333333332,6,16.666666666666664,0.16666666666666669,16.666666666666664,5.7427492940085205,0.034711,1.78004002571106,0.0
Mônaco,2016,3,28.666666666666668,8,0.0,0.3333333333333333,0.0,6.47129079355029,0.037276,1.37246000766754,0.0
Namíbia,2012,9,27.444444444444443,8,44.44444444444444,0.2345679012345679,11.11111111111111,13.042053591685699,2.194654,9.24281215667725,0.0
Namíbia,2016,10,30.7,9,60.0,0.30000000000000004,20.0,10.722018732093598,2.439213,10.592794418335,0.0
Nepal,2012,5,21.0,5,60.0,0.3600000000000001,60.0,21.7031008771309,27.534915,3.52898859977722,0.0
Nepal,2016,7,22.285714285714285,7,57.14285714285714,0.22448979591836732,71.42857142857143,24.5241094835293,27.955462,3.47711229324341,0.0
Nigéria,2012,45,25.355555555555554,31,40.0,0.2760493827160494,22.22222222222222,9.42691264759111,17.836769,3.1868200302124,0.0
Nigéria,2012,45,25.355555555555554,31,40.0,0.2760493827160494,22.22222222222222,463.971018239281,176.200625,0.549233078956604,0.0
Nigéria,2016,73,25.273972602739725,37,34.24657534246575,0.20285231750797517,39.726027397260275,10.398861981758301,20.685753,2.95843005180359,3.0
Nigéria,2016,73,25.273972602739725,37,34.24657534246575,0.20285231750797517,39.726027397260275,404.64912525216,195.4437,0.393045634031296,3.0
